date,data,currency
2018-08-10,6184.7099609375,BTC-USD
2018-08-11,6295.72998046875,BTC-USD
2018-08-12,6322.68994140625,BTC-USD
2018-08-13,6297.56982421875,BTC-USD
2018-08-14,6199.7099609375,BTC-USD
2018-08-15,6308.52001953125,BTC-USD
2018-08-16,6334.72998046875,BTC-USD
2018-08-17,6580.6298828125,BTC-USD
2018-08-18,6423.759765625,BTC-USD
2018-08-19,6506.06982421875,BTC-USD
2018-08-20,6308.52978515625,BTC-USD
2018-08-21,6488.759765625,BTC-USD
2018-08-22,6376.7099609375,BTC-USD
2018-08-23,6534.8798828125,BTC-USD
2018-08-24,6719.9599609375,BTC-USD
2018-08-25,6763.18994140625,BTC-USD
2018-08-26,6707.259765625,BTC-USD
2018-08-27,6884.64013671875,BTC-USD
2018-08-28,7096.27978515625,BTC-USD
2018-08-29,7047.16015625,BTC-USD
2018-08-30,6978.22998046875,BTC-USD
2018-08-31,7037.580078125,BTC-USD
2018-09-01,7193.25,BTC-USD
2018-09-02,7272.72021484375,BTC-USD
2018-09-03,7260.06005859375,BTC-USD
2018-09-04,7361.66015625,BTC-USD
2018-09-05,6792.830078125,BTC-USD
2018-09-06,6529.169921875,BTC-USD
2018-09-07,6467.06982421875,BTC-USD
2018-09-08,6225.97998046875,BTC-USD
2018-09-09,6300.85986328125,BTC-USD
2018-09-10,6329.7001953125,BTC-USD
2018-09-11,6321.2001953125,BTC-USD
2018-09-12,6351.7998046875,BTC-USD
2018-09-13,6517.31005859375,BTC-USD
2018-09-14,6512.7099609375,BTC-USD
2018-09-15,6543.2001953125,BTC-USD
2018-09-16,6517.18017578125,BTC-USD
2018-09-17,6281.2001953125,BTC-USD
2018-09-18,6371.2998046875,BTC-USD
2018-09-19,6398.5400390625,BTC-USD
2018-09-20,6519.669921875,BTC-USD
2018-09-21,6734.9501953125,BTC-USD
2018-09-22,6721.97998046875,BTC-USD
2018-09-23,6710.6298828125,BTC-USD
2018-09-24,6595.41015625,BTC-USD
2018-09-25,6446.47021484375,BTC-USD
2018-09-26,6495.0,BTC-USD
2018-09-27,6676.75,BTC-USD
2018-09-28,6644.1298828125,BTC-USD
2018-09-29,6601.9599609375,BTC-USD
2018-09-30,6625.56005859375,BTC-USD
2018-10-01,6589.6201171875,BTC-USD
2018-10-02,6556.10009765625,BTC-USD
2018-10-03,6502.58984375,BTC-USD
2018-10-04,6576.68994140625,BTC-USD
2018-10-05,6622.47998046875,BTC-USD
2018-10-06,6588.31005859375,BTC-USD
2018-10-07,6602.9501953125,BTC-USD
2018-10-08,6652.22998046875,BTC-USD
2018-10-09,6642.64013671875,BTC-USD
2018-10-10,6585.52978515625,BTC-USD
2018-10-11,6256.240234375,BTC-USD
2018-10-12,6274.580078125,BTC-USD
2018-10-13,6285.990234375,BTC-USD
2018-10-14,6290.93017578125,BTC-USD
2018-10-15,6596.5400390625,BTC-USD
2018-10-16,6596.10986328125,BTC-USD
2018-10-17,6544.43017578125,BTC-USD
2018-10-18,6476.7099609375,BTC-USD
2018-10-19,6465.41015625,BTC-USD
2018-10-20,6489.18994140625,BTC-USD
2018-10-21,6482.35009765625,BTC-USD
2018-10-22,6487.16015625,BTC-USD
2018-10-23,6475.740234375,BTC-USD
2018-10-24,6495.83984375,BTC-USD
2018-10-25,6476.2900390625,BTC-USD
2018-10-26,6474.75,BTC-USD
2018-10-27,6480.3798828125,BTC-USD
2018-10-28,6486.39013671875,BTC-USD
2018-10-29,6332.6298828125,BTC-USD
2018-10-30,6334.27001953125,BTC-USD
2018-10-31,6317.60986328125,BTC-USD
2018-11-01,6377.77978515625,BTC-USD
2018-11-02,6388.43994140625,BTC-USD
2018-11-03,6361.259765625,BTC-USD
2018-11-04,6376.1298828125,BTC-USD
2018-11-05,6419.66015625,BTC-USD
2018-11-06,6461.009765625,BTC-USD
2018-11-07,6530.14013671875,BTC-USD
2018-11-08,6453.72021484375,BTC-USD
2018-11-09,6385.6201171875,BTC-USD
2018-11-10,6409.22021484375,BTC-USD
2018-11-11,6411.27001953125,BTC-USD
2018-11-12,6371.27001953125,BTC-USD
2018-11-13,6359.490234375,BTC-USD
2018-11-14,5738.35009765625,BTC-USD
2018-11-15,5648.02978515625,BTC-USD
2018-11-16,5575.5498046875,BTC-USD
2018-11-17,5554.330078125,BTC-USD
2018-11-18,5623.5400390625,BTC-USD
2018-11-19,4871.490234375,BTC-USD
2018-11-20,4451.8701171875,BTC-USD
2018-11-21,4602.169921875,BTC-USD
2018-11-22,4365.93994140625,BTC-USD
2018-11-23,4347.10986328125,BTC-USD
2018-11-24,3880.760009765625,BTC-USD
2018-11-25,4009.969970703125,BTC-USD
2018-11-26,3779.1298828125,BTC-USD
2018-11-27,3820.719970703125,BTC-USD
2018-11-28,4257.419921875,BTC-USD
2018-11-29,4278.8466796875,BTC-USD
2018-11-30,4017.2685546875,BTC-USD
2018-12-01,4214.671875,BTC-USD
2018-12-02,4139.8779296875,BTC-USD
2018-12-03,3894.130859375,BTC-USD
2018-12-04,3956.893798828125,BTC-USD
2018-12-05,3753.994873046875,BTC-USD
2018-12-06,3521.101806640625,BTC-USD
2018-12-07,3419.937255859375,BTC-USD
2018-12-08,3476.11474609375,BTC-USD
2018-12-09,3614.234375,BTC-USD
2018-12-10,3502.656005859375,BTC-USD
2018-12-11,3424.588134765625,BTC-USD
2018-12-12,3486.9501953125,BTC-USD
2018-12-13,3313.67724609375,BTC-USD
2018-12-14,3242.48486328125,BTC-USD
2018-12-15,3236.76171875,BTC-USD
2018-12-16,3252.839111328125,BTC-USD
2018-12-17,3545.86474609375,BTC-USD
2018-12-18,3696.05908203125,BTC-USD
2018-12-19,3745.95068359375,BTC-USD
2018-12-20,4134.44140625,BTC-USD
2018-12-21,3896.543701171875,BTC-USD
2018-12-22,4014.1826171875,BTC-USD
2018-12-23,3998.980224609375,BTC-USD
2018-12-24,4078.59912109375,BTC-USD
2018-12-25,3815.49072265625,BTC-USD
2018-12-26,3857.297607421875,BTC-USD
2018-12-27,3654.83349609375,BTC-USD
2018-12-28,3923.918701171875,BTC-USD
2018-12-29,3820.40869140625,BTC-USD
2018-12-30,3865.95263671875,BTC-USD
2018-12-31,3742.700439453125,BTC-USD
2019-01-01,3843.52001953125,BTC-USD
2019-01-02,3943.409423828125,BTC-USD
2019-01-03,3836.7412109375,BTC-USD
2019-01-04,3857.717529296875,BTC-USD
2019-01-05,3845.194580078125,BTC-USD
2019-01-06,4076.632568359375,BTC-USD
2019-01-07,4025.248291015625,BTC-USD
2019-01-08,4030.847900390625,BTC-USD
2019-01-09,4035.29638671875,BTC-USD
2019-01-10,3678.924560546875,BTC-USD
2019-01-11,3687.365478515625,BTC-USD
2019-01-12,3661.301025390625,BTC-USD
2019-01-13,3552.953125,BTC-USD
2019-01-14,3706.05224609375,BTC-USD
2019-01-15,3630.67529296875,BTC-USD
2019-01-16,3655.0068359375,BTC-USD
2019-01-17,3678.56396484375,BTC-USD
2019-01-18,3657.83935546875,BTC-USD
2019-01-19,3728.568359375,BTC-USD
2019-01-20,3601.013671875,BTC-USD
2019-01-21,3576.032470703125,BTC-USD
2019-01-22,3604.5771484375,BTC-USD
2019-01-23,3585.123046875,BTC-USD
2019-01-24,3600.865478515625,BTC-USD
2019-01-25,3599.765869140625,BTC-USD
2019-01-26,3602.46044921875,BTC-USD
2019-01-27,3583.9658203125,BTC-USD
2019-01-28,3470.450439453125,BTC-USD
2019-01-29,3448.116943359375,BTC-USD
2019-01-30,3486.181640625,BTC-USD
2019-01-31,3457.792724609375,BTC-USD
2019-02-01,3487.9453125,BTC-USD
2019-02-02,3521.060791015625,BTC-USD
2019-02-03,3464.013427734375,BTC-USD
2019-02-04,3459.154052734375,BTC-USD
2019-02-05,3466.357421875,BTC-USD
2019-02-06,3413.767822265625,BTC-USD
2019-02-07,3399.4716796875,BTC-USD
2019-02-08,3666.7802734375,BTC-USD
2019-02-09,3671.20361328125,BTC-USD
2019-02-10,3690.188232421875,BTC-USD
2019-02-11,3648.4306640625,BTC-USD
2019-02-12,3653.528564453125,BTC-USD
2019-02-13,3632.070556640625,BTC-USD
2019-02-14,3616.880859375,BTC-USD
2019-02-15,3620.810791015625,BTC-USD
2019-02-16,3629.78759765625,BTC-USD
2019-02-17,3673.836181640625,BTC-USD
2019-02-18,3915.71435546875,BTC-USD
2019-02-19,3947.094482421875,BTC-USD
2019-02-20,3999.820556640625,BTC-USD
2019-02-21,3954.1181640625,BTC-USD
2019-02-22,4005.526611328125,BTC-USD
2019-02-23,4142.52685546875,BTC-USD
2019-02-24,3810.427490234375,BTC-USD
2019-02-25,3882.6962890625,BTC-USD
2019-02-26,3854.35791015625,BTC-USD
2019-02-27,3851.04736328125,BTC-USD
2019-02-28,3854.785400390625,BTC-USD
2019-03-01,3859.583740234375,BTC-USD
2019-03-02,3864.4150390625,BTC-USD
2019-03-03,3847.17578125,BTC-USD
2019-03-04,3761.55712890625,BTC-USD
2019-03-05,3896.375,BTC-USD
2019-03-06,3903.942626953125,BTC-USD
2019-03-07,3911.484375,BTC-USD
2019-03-08,3901.131591796875,BTC-USD
2019-03-09,3963.313720703125,BTC-USD
2019-03-10,3951.599853515625,BTC-USD
2019-03-11,3905.227294921875,BTC-USD
2019-03-12,3909.15625,BTC-USD
2019-03-13,3906.71728515625,BTC-USD
2019-03-14,3924.369140625,BTC-USD
2019-03-15,3960.9111328125,BTC-USD
2019-03-16,4048.725830078125,BTC-USD
2019-03-17,4025.22900390625,BTC-USD
2019-03-18,4032.50732421875,BTC-USD
2019-03-19,4071.190185546875,BTC-USD
2019-03-20,4087.476318359375,BTC-USD
2019-03-21,4029.326904296875,BTC-USD
2019-03-22,4023.96826171875,BTC-USD
2019-03-23,4035.826416015625,BTC-USD
2019-03-24,4022.168212890625,BTC-USD
2019-03-25,3963.070556640625,BTC-USD
2019-03-26,3985.080810546875,BTC-USD
2019-03-27,4087.066162109375,BTC-USD
2019-03-28,4069.107177734375,BTC-USD
2019-03-29,4098.37451171875,BTC-USD
2019-03-30,4106.66015625,BTC-USD
2019-03-31,4105.404296875,BTC-USD
2019-04-01,4158.18310546875,BTC-USD
2019-04-02,4879.8779296875,BTC-USD
2019-04-03,4973.02197265625,BTC-USD
2019-04-04,4922.798828125,BTC-USD
2019-04-05,5036.68115234375,BTC-USD
2019-04-06,5059.8173828125,BTC-USD
2019-04-07,5198.89697265625,BTC-USD
2019-04-08,5289.77099609375,BTC-USD
2019-04-09,5204.95849609375,BTC-USD
2019-04-10,5324.5517578125,BTC-USD
2019-04-11,5064.48779296875,BTC-USD
2019-04-12,5089.5390625,BTC-USD
2019-04-13,5096.58642578125,BTC-USD
2019-04-14,5167.72216796875,BTC-USD
2019-04-15,5067.1083984375,BTC-USD
2019-04-16,5235.5595703125,BTC-USD
2019-04-17,5251.93798828125,BTC-USD
2019-04-18,5298.3857421875,BTC-USD
2019-04-19,5303.8125,BTC-USD
2019-04-20,5337.88623046875,BTC-USD
2019-04-21,5314.53125,BTC-USD
2019-04-22,5399.365234375,BTC-USD
2019-04-23,5572.3623046875,BTC-USD
2019-04-24,5464.86669921875,BTC-USD
2019-04-25,5210.515625,BTC-USD
2019-04-26,5279.34814453125,BTC-USD
2019-04-27,5268.291015625,BTC-USD
2019-04-28,5285.13916015625,BTC-USD
2019-04-29,5247.3525390625,BTC-USD
2019-04-30,5350.7265625,BTC-USD
2019-05-01,5402.697265625,BTC-USD
2019-05-02,5505.28369140625,BTC-USD
2019-05-03,5768.28955078125,BTC-USD
2019-05-04,5831.16748046875,BTC-USD
2019-05-05,5795.70849609375,BTC-USD
2019-05-06,5746.80712890625,BTC-USD
2019-05-07,5829.50146484375,BTC-USD
2019-05-08,5982.45751953125,BTC-USD
2019-05-09,6174.52880859375,BTC-USD
2019-05-10,6378.84912109375,BTC-USD
2019-05-11,7204.771484375,BTC-USD
2019-05-12,6972.37158203125,BTC-USD
2019-05-13,7814.9150390625,BTC-USD
2019-05-14,7994.416015625,BTC-USD
2019-05-15,8205.16796875,BTC-USD
2019-05-16,7884.9091796875,BTC-USD
2019-05-17,7343.8955078125,BTC-USD
2019-05-18,7271.2080078125,BTC-USD
2019-05-19,8197.689453125,BTC-USD
2019-05-20,7978.30908203125,BTC-USD
2019-05-21,7963.32763671875,BTC-USD
2019-05-22,7680.06640625,BTC-USD
2019-05-23,7881.8466796875,BTC-USD
2019-05-24,7987.37158203125,BTC-USD
2019-05-25,8052.5439453125,BTC-USD
2019-05-26,8673.2158203125,BTC-USD
2019-05-27,8805.7783203125,BTC-USD
2019-05-28,8719.9619140625,BTC-USD
2019-05-29,8659.4873046875,BTC-USD
2019-05-30,8319.47265625,BTC-USD
2019-05-31,8574.501953125,BTC-USD
2019-06-01,8564.0166015625,BTC-USD
2019-06-02,8742.9580078125,BTC-USD
2019-06-03,8208.9951171875,BTC-USD
2019-06-04,7707.77099609375,BTC-USD
2019-06-05,7824.2314453125,BTC-USD
2019-06-06,7822.0234375,BTC-USD
2019-06-07,8043.951171875,BTC-USD
2019-06-08,7954.1279296875,BTC-USD
2019-06-09,7688.0771484375,BTC-USD
2019-06-10,8000.32958984375,BTC-USD
2019-06-11,7927.71435546875,BTC-USD
2019-06-12,8145.857421875,BTC-USD
2019-06-13,8230.923828125,BTC-USD
2019-06-14,8693.8330078125,BTC-USD
2019-06-15,8838.375,BTC-USD
2019-06-16,8994.48828125,BTC-USD
2019-06-17,9320.3525390625,BTC-USD
2019-06-18,9081.7626953125,BTC-USD
2019-06-19,9273.521484375,BTC-USD
2019-06-20,9527.16015625,BTC-USD
2019-06-21,10144.556640625,BTC-USD
2019-06-22,10701.69140625,BTC-USD
2019-06-23,10855.37109375,BTC-USD
2019-06-24,11011.1025390625,BTC-USD
2019-06-25,11790.9169921875,BTC-USD
2019-06-26,13016.2314453125,BTC-USD
2019-06-27,11182.806640625,BTC-USD
2019-06-28,12407.33203125,BTC-USD
2019-06-29,11959.37109375,BTC-USD
2019-06-30,10817.1552734375,BTC-USD
2019-07-01,10583.134765625,BTC-USD
2019-07-02,10801.677734375,BTC-USD
2019-07-03,11961.26953125,BTC-USD
2019-07-04,11215.4375,BTC-USD
2019-07-05,10978.4599609375,BTC-USD
2019-07-06,11208.55078125,BTC-USD
2019-07-07,11450.8466796875,BTC-USD
2019-07-08,12285.9580078125,BTC-USD
2019-07-09,12573.8125,BTC-USD
2019-07-10,12156.5126953125,BTC-USD
2019-07-11,11358.662109375,BTC-USD
2019-07-12,11815.986328125,BTC-USD
2019-07-13,11392.37890625,BTC-USD
2019-07-14,10256.05859375,BTC-USD
2019-07-15,10895.08984375,BTC-USD
2019-07-16,9477.6416015625,BTC-USD
2019-07-17,9693.802734375,BTC-USD
2019-07-18,10666.482421875,BTC-USD
2019-07-19,10530.732421875,BTC-USD
2019-07-20,10767.1396484375,BTC-USD
2019-07-21,10599.10546875,BTC-USD
2019-07-22,10343.1064453125,BTC-USD
2019-07-23,9900.767578125,BTC-USD
2019-07-24,9811.92578125,BTC-USD
2019-07-25,9911.841796875,BTC-USD
2019-07-26,9870.3037109375,BTC-USD
2019-07-27,9477.677734375,BTC-USD
2019-07-28,9552.8603515625,BTC-USD
2019-07-29,9519.1455078125,BTC-USD
2019-07-30,9607.423828125,BTC-USD
2019-07-31,10085.6279296875,BTC-USD
2019-08-01,10399.6689453125,BTC-USD
2019-08-02,10518.1748046875,BTC-USD
2019-08-03,10821.7265625,BTC-USD
2019-08-04,10970.1845703125,BTC-USD
2019-08-05,11805.6533203125,BTC-USD
2019-08-06,11478.1689453125,BTC-USD
2019-08-07,11941.96875,BTC-USD
2019-08-08,11966.4072265625,BTC-USD
2019-08-09,11862.9365234375,BTC-USD
2019-08-10,11354.0244140625,BTC-USD
2019-08-11,11523.5791015625,BTC-USD
2019-08-12,11382.6162109375,BTC-USD
2019-08-13,10895.830078125,BTC-USD
2019-08-14,10051.7041015625,BTC-USD
2019-08-15,10311.5458984375,BTC-USD
2019-08-16,10374.3388671875,BTC-USD
2019-08-17,10231.744140625,BTC-USD
2019-08-18,10345.810546875,BTC-USD
2019-08-19,10916.0537109375,BTC-USD
2019-08-20,10763.232421875,BTC-USD
2019-08-21,10138.0498046875,BTC-USD
2019-08-22,10131.0556640625,BTC-USD
2019-08-23,10407.96484375,BTC-USD
2019-08-24,10159.9609375,BTC-USD
2019-08-25,10138.517578125,BTC-USD
2019-08-26,10370.8203125,BTC-USD
2019-08-27,10185.5,BTC-USD
2019-08-28,9754.4228515625,BTC-USD
2019-08-29,9510.2001953125,BTC-USD
2019-08-30,9598.173828125,BTC-USD
2019-08-31,9630.6640625,BTC-USD
2019-09-01,9757.970703125,BTC-USD
2019-09-02,10346.7607421875,BTC-USD
2019-09-03,10623.5400390625,BTC-USD
2019-09-04,10594.4931640625,BTC-USD
2019-09-05,10575.533203125,BTC-USD
2019-09-06,10353.302734375,BTC-USD
2019-09-07,10517.2548828125,BTC-USD
2019-09-08,10441.2763671875,BTC-USD
2019-09-09,10334.974609375,BTC-USD
2019-09-10,10115.9755859375,BTC-USD
2019-09-11,10178.3720703125,BTC-USD
2019-09-12,10410.126953125,BTC-USD
2019-09-13,10360.546875,BTC-USD
2019-09-14,10358.048828125,BTC-USD
2019-09-15,10347.712890625,BTC-USD
2019-09-16,10276.7939453125,BTC-USD
2019-09-17,10241.2724609375,BTC-USD
2019-09-18,10198.248046875,BTC-USD
2019-09-19,10266.4150390625,BTC-USD
2019-09-20,10181.6416015625,BTC-USD
2019-09-21,10019.716796875,BTC-USD
2019-09-22,10070.392578125,BTC-USD
2019-09-23,9729.32421875,BTC-USD
2019-09-24,8620.56640625,BTC-USD
2019-09-25,8486.9931640625,BTC-USD
2019-09-26,8118.9677734375,BTC-USD
2019-09-27,8251.845703125,BTC-USD
2019-09-28,8245.9150390625,BTC-USD
2019-09-29,8104.185546875,BTC-USD
2019-09-30,8293.8681640625,BTC-USD
2019-10-01,8343.2763671875,BTC-USD
2019-10-02,8393.0419921875,BTC-USD
2019-10-03,8259.9921875,BTC-USD
2019-10-04,8205.939453125,BTC-USD
2019-10-05,8151.50048828125,BTC-USD
2019-10-06,7988.15576171875,BTC-USD
2019-10-07,8245.623046875,BTC-USD
2019-10-08,8228.783203125,BTC-USD
2019-10-09,8595.740234375,BTC-USD
2019-10-10,8586.4736328125,BTC-USD
2019-10-11,8321.7568359375,BTC-USD
2019-10-12,8336.5556640625,BTC-USD
2019-10-13,8321.005859375,BTC-USD
2019-10-14,8374.6865234375,BTC-USD
2019-10-15,8205.369140625,BTC-USD
2019-10-16,8047.52685546875,BTC-USD
2019-10-17,8103.9111328125,BTC-USD
2019-10-18,7973.20751953125,BTC-USD
2019-10-19,7988.560546875,BTC-USD
2019-10-20,8222.078125,BTC-USD
2019-10-21,8243.720703125,BTC-USD
2019-10-22,8078.203125,BTC-USD
2019-10-23,7514.671875,BTC-USD
2019-10-24,7493.48876953125,BTC-USD
2019-10-25,8660.7001953125,BTC-USD
2019-10-26,9244.97265625,BTC-USD
2019-10-27,9551.71484375,BTC-USD
2019-10-28,9256.1484375,BTC-USD
2019-10-29,9427.6875,BTC-USD
2019-10-30,9205.7265625,BTC-USD
2019-10-31,9199.5849609375,BTC-USD
2019-11-01,9261.1044921875,BTC-USD
2019-11-02,9324.7177734375,BTC-USD
2019-11-03,9235.3544921875,BTC-USD
2019-11-04,9412.6123046875,BTC-USD
2019-11-05,9342.52734375,BTC-USD
2019-11-06,9360.8798828125,BTC-USD
2019-11-07,9267.5615234375,BTC-USD
2019-11-08,8804.880859375,BTC-USD
2019-11-09,8813.58203125,BTC-USD
2019-11-10,9055.5263671875,BTC-USD
2019-11-11,8757.7880859375,BTC-USD
2019-11-12,8815.662109375,BTC-USD
2019-11-13,8808.2626953125,BTC-USD
2019-11-14,8708.0947265625,BTC-USD
2019-11-15,8491.9921875,BTC-USD
2019-11-16,8550.7607421875,BTC-USD
2019-11-17,8577.9755859375,BTC-USD
2019-11-18,8309.2861328125,BTC-USD
2019-11-19,8206.1455078125,BTC-USD
2019-11-20,8027.26806640625,BTC-USD
2019-11-21,7642.75,BTC-USD
2019-11-22,7296.57763671875,BTC-USD
2019-11-23,7397.796875,BTC-USD
2019-11-24,7047.9169921875,BTC-USD
2019-11-25,7146.1337890625,BTC-USD
2019-11-26,7218.37109375,BTC-USD
2019-11-27,7531.66357421875,BTC-USD
2019-11-28,7463.10595703125,BTC-USD
2019-11-29,7761.24365234375,BTC-USD
2019-11-30,7569.6298828125,BTC-USD
2019-12-01,7424.29248046875,BTC-USD
2019-12-02,7321.98828125,BTC-USD
2019-12-03,7320.1455078125,BTC-USD
2019-12-04,7252.03466796875,BTC-USD
2019-12-05,7448.3076171875,BTC-USD
2019-12-06,7546.99658203125,BTC-USD
2019-12-07,7556.23779296875,BTC-USD
2019-12-08,7564.34521484375,BTC-USD
2019-12-09,7400.8994140625,BTC-USD
2019-12-10,7278.11962890625,BTC-USD
2019-12-11,7217.42724609375,BTC-USD
2019-12-12,7243.13427734375,BTC-USD
2019-12-13,7269.6845703125,BTC-USD
2019-12-14,7124.673828125,BTC-USD
2019-12-15,7152.3017578125,BTC-USD
2019-12-16,6932.48046875,BTC-USD
2019-12-17,6640.51513671875,BTC-USD
2019-12-18,7276.802734375,BTC-USD
2019-12-19,7202.84423828125,BTC-USD
2019-12-20,7218.81640625,BTC-USD
2019-12-21,7191.15869140625,BTC-USD
2019-12-22,7511.5888671875,BTC-USD
2019-12-23,7355.62841796875,BTC-USD
2019-12-24,7322.5322265625,BTC-USD
2019-12-25,7275.15576171875,BTC-USD
2019-12-26,7238.966796875,BTC-USD
2019-12-27,7290.08837890625,BTC-USD
2019-12-28,7317.990234375,BTC-USD
2019-12-29,7422.65283203125,BTC-USD
2019-12-30,7292.9951171875,BTC-USD
2019-12-31,7193.59912109375,BTC-USD
2020-01-01,7200.17431640625,BTC-USD
2020-01-02,6985.47021484375,BTC-USD
2020-01-03,7344.88427734375,BTC-USD
2020-01-04,7410.65673828125,BTC-USD
2020-01-05,7411.3173828125,BTC-USD
2020-01-06,7769.21923828125,BTC-USD
2020-01-07,8163.6923828125,BTC-USD
2020-01-08,8079.86279296875,BTC-USD
2020-01-09,7879.0712890625,BTC-USD
2020-01-10,8166.55419921875,BTC-USD
2020-01-11,8037.53759765625,BTC-USD
2020-01-12,8192.494140625,BTC-USD
2020-01-13,8144.1943359375,BTC-USD
2020-01-14,8827.7646484375,BTC-USD
2020-01-15,8807.0107421875,BTC-USD
2020-01-16,8723.7861328125,BTC-USD
2020-01-17,8929.0380859375,BTC-USD
2020-01-18,8942.80859375,BTC-USD
2020-01-19,8706.2451171875,BTC-USD
2020-01-20,8657.642578125,BTC-USD
2020-01-21,8745.89453125,BTC-USD
2020-01-22,8680.8759765625,BTC-USD
2020-01-23,8406.515625,BTC-USD
2020-01-24,8445.4345703125,BTC-USD
2020-01-25,8367.84765625,BTC-USD
2020-01-26,8596.830078125,BTC-USD
2020-01-27,8909.8193359375,BTC-USD
2020-01-28,9358.58984375,BTC-USD
2020-01-29,9316.6298828125,BTC-USD
2020-01-30,9508.9931640625,BTC-USD
2020-01-31,9350.529296875,BTC-USD
2020-02-01,9392.875,BTC-USD
2020-02-02,9344.365234375,BTC-USD
2020-02-03,9293.521484375,BTC-USD
2020-02-04,9180.962890625,BTC-USD
2020-02-05,9613.423828125,BTC-USD
2020-02-06,9729.8017578125,BTC-USD
2020-02-07,9795.943359375,BTC-USD
2020-02-08,9865.119140625,BTC-USD
2020-02-09,10116.673828125,BTC-USD
2020-02-10,9856.611328125,BTC-USD
2020-02-11,10208.236328125,BTC-USD
2020-02-12,10326.0546875,BTC-USD
2020-02-13,10214.3798828125,BTC-USD
2020-02-14,10312.1162109375,BTC-USD
2020-02-15,9889.4248046875,BTC-USD
2020-02-16,9934.43359375,BTC-USD
2020-02-17,9690.142578125,BTC-USD
2020-02-18,10141.99609375,BTC-USD
2020-02-19,9633.38671875,BTC-USD
2020-02-20,9608.4755859375,BTC-USD
2020-02-21,9686.44140625,BTC-USD
2020-02-22,9663.181640625,BTC-USD
2020-02-23,9924.515625,BTC-USD
2020-02-24,9650.1748046875,BTC-USD
2020-02-25,9341.705078125,BTC-USD
2020-02-26,8820.5224609375,BTC-USD
2020-02-27,8784.494140625,BTC-USD
2020-02-28,8672.455078125,BTC-USD
2020-02-29,8599.5087890625,BTC-USD
2020-03-01,8562.4541015625,BTC-USD
2020-03-02,8869.669921875,BTC-USD
2020-03-03,8787.7861328125,BTC-USD
2020-03-04,8755.24609375,BTC-USD
2020-03-05,9078.7626953125,BTC-USD
2020-03-06,9122.5458984375,BTC-USD
2020-03-07,8909.9541015625,BTC-USD
2020-03-08,8108.1162109375,BTC-USD
2020-03-09,7923.64453125,BTC-USD
2020-03-10,7909.7294921875,BTC-USD
2020-03-11,7911.43017578125,BTC-USD
2020-03-12,4970.7880859375,BTC-USD
2020-03-13,5563.70703125,BTC-USD
2020-03-14,5200.3662109375,BTC-USD
2020-03-15,5392.31494140625,BTC-USD
2020-03-16,5014.47998046875,BTC-USD
2020-03-17,5225.62939453125,BTC-USD
2020-03-18,5238.4384765625,BTC-USD
2020-03-19,6191.19287109375,BTC-USD
2020-03-20,6198.7783203125,BTC-USD
2020-03-21,6185.06640625,BTC-USD
2020-03-22,5830.2548828125,BTC-USD
2020-03-23,6416.31494140625,BTC-USD
2020-03-24,6734.8037109375,BTC-USD
2020-03-25,6681.06298828125,BTC-USD
2020-03-26,6716.4404296875,BTC-USD
2020-03-27,6469.79833984375,BTC-USD
2020-03-28,6242.19384765625,BTC-USD
2020-03-29,5922.04296875,BTC-USD
2020-03-30,6429.841796875,BTC-USD
2020-03-31,6438.64453125,BTC-USD
2020-04-01,6606.7763671875,BTC-USD
2020-04-02,6793.62451171875,BTC-USD
2020-04-03,6733.38720703125,BTC-USD
2020-04-04,6867.52734375,BTC-USD
2020-04-05,6791.12939453125,BTC-USD
2020-04-06,7271.78125,BTC-USD
2020-04-07,7176.41455078125,BTC-USD
2020-04-08,7334.0986328125,BTC-USD
2020-04-09,7302.08935546875,BTC-USD
2020-04-10,6865.4931640625,BTC-USD
2020-04-11,6859.0830078125,BTC-USD
2020-04-12,6971.091796875,BTC-USD
2020-04-13,6845.03759765625,BTC-USD
2020-04-14,6842.427734375,BTC-USD
2020-04-15,6642.10986328125,BTC-USD
2020-04-16,7116.80419921875,BTC-USD
2020-04-17,7096.1845703125,BTC-USD
2020-04-18,7257.6650390625,BTC-USD
2020-04-19,7189.4248046875,BTC-USD
2020-04-20,6881.95849609375,BTC-USD
2020-04-21,6880.3232421875,BTC-USD
2020-04-22,7117.20751953125,BTC-USD
2020-04-23,7429.724609375,BTC-USD
2020-04-24,7550.90087890625,BTC-USD
2020-04-25,7569.93603515625,BTC-USD
2020-04-26,7679.8671875,BTC-USD
2020-04-27,7795.60107421875,BTC-USD
2020-04-28,7807.05859375,BTC-USD
2020-04-29,8801.0380859375,BTC-USD
2020-04-30,8658.5537109375,BTC-USD
2020-05-01,8864.7666015625,BTC-USD
2020-05-02,8988.5966796875,BTC-USD
2020-05-03,8897.46875,BTC-USD
2020-05-04,8912.654296875,BTC-USD
2020-05-05,9003.0703125,BTC-USD
2020-05-06,9268.76171875,BTC-USD
2020-05-07,9951.5185546875,BTC-USD
